AttID;AttName
2249;Extra menus for some families or genera / Asteraceae or Sunflower Family / Bract surface / Bristles or thorns
2251;Extra menus for some families or genera / Asteraceae or Sunflower Family / Bract surface / Glandular
2252;Extra menus for some families or genera / Asteraceae or Sunflower Family / Bract surface / Hairy
2253;Extra menus for some families or genera / Asteraceae or Sunflower Family / Bract surface / Stellate hairs
2016;Extra menus for some families or genera / Asteraceae or Sunflower Family / Type of flowers in head / Disk flowers only
2017;Extra menus for some families or genera / Asteraceae or Sunflower Family / Type of flowers in head / Ray flowers only
2018;Extra menus for some families or genera / Asteraceae or Sunflower Family / Type of flowers in head / Both disk and ray flowers
2019;Extra menus for some families or genera / Asteraceae or Sunflower Family / Type of flowers in head / NO flowers with corolla, no petals
2020;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / White
2021;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Pink or red
2944;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Orange
2024;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Yellow to yellow-green
2026;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Green or greenish-white
2030;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Blue
2027;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Blue-purple to red-purple
2023;Extra menus for some families or genera / Asteraceae or Sunflower Family / Disk flower color / Brownish
2254;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / White
2255;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / Pink or red
2256;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / Red-orange to yellow-orange
2258;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / Yellow
2261;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / Blue
2259;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal color / Blue-purple to red-purple
2292;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / Under 4 mm      Under 5/32 in
2293;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 4-6 mm      5/32 - 1/4 in
2294;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 6-8 mm      1/4 - 5/16 in
2295;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 8-10 mm     5/16 - 13/32 in
2296;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 10-12 mm    13/32 - 15/32 in
2297;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 12-15 mm    15/32 - 19/32 in
2298;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 15-20 mm    19/32 - 25/32 in
2299;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 2-2.5 cm    .8 - 1.0 in
2300;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 2.5-3 cm    1.0 - 1.2 in
2301;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / 3-4 cm    1.2 - 1.6 in
2302;Extra menus for some families or genera / Asteraceae or Sunflower Family / Ray petal length / Over 4 cm    Over 1.6 in
2262;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 0 (all discoid)
2263;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 1-4 ray flowers
2267;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 5 ray flowers
2268;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 6 ray flowers
2269;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 7
2270;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 8
2271;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 9
2272;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 10
2273;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 11-12
2274;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 13-14
2275;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 15-16
2276;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 17-18
2277;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 19-20
2278;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 21-25
2279;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 26-30
2280;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 31-35
2281;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 36-40
2282;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 41-45
2283;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 46-50
2284;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 51-60
2285;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 61-80
2287;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / 81-100
2289;Extra menus for some families or genera / Asteraceae or Sunflower Family / Number of ray flowers / Over 100
2062;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / No pappus
2063;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Awn-like
2064;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Capillary bristles
2065;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Crown-like
2066;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Hyaline scales
2067;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Plumose hairs or bristles
2068;Extra menus for some families or genera / Asteraceae or Sunflower Family / Pappus / Scale-like bristles
515;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit / Smooth, no hair
671;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit /    With stellate or branching hair
672;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit /         With non-stellate hair
207;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit / Fruit erect
247;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit /    Fruit ascending
320;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit /         Fruit spreading
385;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / General traits of mustard family fruit /                      Fruit drooping
673;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle / Round to oval or ovate
694;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /      Heart shaped
693;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /           Lanceolate
482;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /                  Triangular
456;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle / Notched at the tip
807;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /       Not notched at the tip
674;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle / Flattened
691;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /         Inflated
696;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle / Wing-margined
61;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silicle /       Not winged
681;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silique / Pod curving upward
683;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silique /    Pod straight
682;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silique /           Pod curving downward
684;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silique / Seeds in 1 row
685;Extra menus for some families or genera / Brassicaceae/Mustard family fruit / Characteristics if fruit is a silique /         Seeds in 2 rows
935;Extra menus for some families or genera / Legume /Fabaceae pods / Longer than sepals
934;Extra menus for some families or genera / Legume /Fabaceae pods /       < sepals, included in calyx
891;Extra menus for some families or genera / Legume /Fabaceae pods / Smooth, no hair
892;Extra menus for some families or genera / Legume /Fabaceae pods /       Hairy
895;Extra menus for some families or genera / Legume /Fabaceae pods / Purplish-mottled
56;Extra menus for some families or genera / Legume /Fabaceae pods /       Not purplish-mottled
893;Extra menus for some families or genera / Legume /Fabaceae pods / Inflated
894;Extra menus for some families or genera / Legume /Fabaceae pods /       Not inflated
896;Extra menus for some families or genera / Legume /Fabaceae pods / Erect or ascending
897;Extra menus for some families or genera / Legume /Fabaceae pods /       Pendulous or drooping
901;Extra menus for some families or genera / Legume /Fabaceae pods / 1 chamber
902;Extra menus for some families or genera / Legume /Fabaceae pods /         2 chambers
898;Extra menus for some families or genera / Legume /Fabaceae pods / Pod straight
899;Extra menus for some families or genera / Legume /Fabaceae pods /     Slightly curved
900;Extra menus for some families or genera / Legume /Fabaceae pods /           Very curved or bent
932;Extra menus for some families or genera / Legume /Fabaceae pods /               Coiled back on itself/spiralled
1727;Extra menus for some families or genera / Legume /Fabaceae pods / 1-2 seeds
1728;Extra menus for some families or genera / Legume /Fabaceae pods /    3-6 seeds
1722;Extra menus for some families or genera / Legume /Fabaceae pods /        7-10 seeds
1723;Extra menus for some families or genera / Legume /Fabaceae pods /            11-20 seeds
1724;Extra menus for some families or genera / Legume /Fabaceae pods /                   21-30 seeds
1725;Extra menus for some families or genera / Legume /Fabaceae pods /                        Over 30 seeds
944;Family and Genus lists / Family / Acanthaceae                 Acanthus 
535;Family and Genus lists / Family / Aceraceae                    Maple
1469;Family and Genus lists / Family / Acoraceae                Sweetflag
476;Family and Genus lists / Family / Adoxaceae                 Muskroot
1661;Family and Genus lists / Family / Agavaceae                    Yucca
1330;Family and Genus lists / Family / Aizoaceae               Carpetweed
536;Family and Genus lists / Family / Alismataceae        Water Plantain
3254;Family and Genus lists / Family / Alliaceae                       Allium
537;Family and Genus lists / Family / Amaranthaceae              Pigweed
3255;Family and Genus lists / Family / Amaryllidaceae               Amaryllis
626;Family and Genus lists / Family / Anacardiaceae                Sumac
2402;Family and Genus lists / Family / Annonaceae             Custard-apple
538;Family and Genus lists / Family / Apiaceae                    Carrot
539;Family and Genus lists / Family / Apocynaceae                Dogbane
3199;Family and Genus lists / Family / Apodanthaceae              Pilostyles
2701;Family and Genus lists / Family / Aponogetonaceae          Cape Pondweed
1830;Family and Genus lists / Family / Aquifoliaceae                Holly
1375;Family and Genus lists / Family / Araceae                       Arum
540;Family and Genus lists / Family / Araliaceae                 Ginseng
2878;Family and Genus lists / Family / Arecaceae                   Date palm
541;Family and Genus lists / Family / Aristolochiaceae            Ginger
542;Family and Genus lists / Family / Asclepiadaceae            Milkweed
3256;Family and Genus lists / Family / Asparagaceae              Asparagus
3257;Family and Genus lists / Family / Asphodelaceae             Asphodel
500;Family and Genus lists / Family / Asteraceae               Sunflower
3000;Family and Genus lists / Family / Avicenniaceae             Mangrove
248;Family and Genus lists / Family / Balsaminaceae         Touch-me-not
2693;Family and Genus lists / Family / Basellaceae            Maderia-vine
2712;Family and Genus lists / Family / Bataceae                  Turtleweed
544;Family and Genus lists / Family / Berberidaceae             Barberry
545;Family and Genus lists / Family / Betulaceae                   Birch
2323;Family and Genus lists / Family / Bignoniaceae              Bignonia
3069;Family and Genus lists / Family / Bixaceae                      Bixa
547;Family and Genus lists / Family / Boraginaceae            Borage
548;Family and Genus lists / Family / Brassicaceae          Mustard
3127;Family and Genus lists / Family / Bromeliaceae         Bromeliad
2411;Family and Genus lists / Family / Buddlejaceae         Butterflybush
2724;Family and Genus lists / Family / Burseraceae           Gumbo-Limbo
1447;Family and Genus lists / Family / Butomaceae          Flowering Rush
583;Family and Genus lists / Family / Buxaceae          Boxwood 
1505;Family and Genus lists / Family / Cabombaceae           Water-shield
549;Family and Genus lists / Family / Cactaceae                   Cactus
546;Family and Genus lists / Family / Callitrichaceae     Water-starwort
2582;Family and Genus lists / Family / Calycanthaceae         Sweet-shrub
621;Family and Genus lists / Family / Campanulaceae             Harebell
1632;Family and Genus lists / Family / Cannabaceae              Marijuana
1529;Family and Genus lists / Family / Capparaceae               Beeplant
64;Family and Genus lists / Family / Caprifoliaceae         Honeysuckle
438;Family and Genus lists / Family / Caryophyllaceae               Pink
550;Family and Genus lists / Family / Celastraceae            Staff-tree
595;Family and Genus lists / Family / Ceratophyllaceae          Hornwort
551;Family and Genus lists / Family / Chenopodiaceae           Goosefoot
1676;Family and Genus lists / Family / Cistaceae                 Rockrose
3209;Family and Genus lists / Family / Cleomaceae         Spiderflower
1263;Family and Genus lists / Family / Clusiaceae         St. John's Wort
795;Family and Genus lists / Family / Cochlospermaceae           Yellowshow
3267;Family and Genus lists / Family / Comandraceae          Bastard Toadflax
1717;Family and Genus lists / Family / Commelinaceae           Spiderwort
553;Family and Genus lists / Family / Convolvulaceae       Morning-glory
554;Family and Genus lists / Family / Cornaceae                  Dogwood
1031;Family and Genus lists / Family / Crassulaceae             Stonecrop
2503;Family and Genus lists / Family / Crossosomataceae        Greasebush
559;Family and Genus lists / Family / Cucurbitaceae             Cucumber
560;Family and Genus lists / Family / Cuscutaceae                 Dodder
967;Family and Genus lists / Family / Cymodoceaceae            Manatee-grass
2761;Family and Genus lists / Family / Datiscaceae                 Durango-root
917;Family and Genus lists / Family / Diapensiaceae            Diapensia
314;Family and Genus lists / Family / Dioscoreaceae                  Yam
562;Family and Genus lists / Family / Dipsacaceae                 Teasel
695;Family and Genus lists / Family / Droseraceae                 Sundew
2433;Family and Genus lists / Family / Ebenaceae                Persimmon
563;Family and Genus lists / Family / Elaeagnaceae              Oleaster
1499;Family and Genus lists / Family / Elatinaceae              Waterwort
1561;Family and Genus lists / Family / Empetraceae              Crowberry
565;Family and Genus lists / Family / Ericaceae                    Heath
325;Family and Genus lists / Family / Eriocaulaceae              Pipewort
1826;Family and Genus lists / Family / Euphorbiaceae               Spurge
1834;Family and Genus lists / Family / Fabaceae                       Pea
1835;Family and Genus lists / Family / Fagaceae                       Oak
2778;Family and Genus lists / Family / Fouquieriaceae             Ocotillo
1836;Family and Genus lists / Family / Frankeniaceae            Sea heath
1837;Family and Genus lists / Family / Fumariaceae               Fumatory
1838;Family and Genus lists / Family / Garryaceae             Silk tassel
1839;Family and Genus lists / Family / Gentianaceae               Gentian
1840;Family and Genus lists / Family / Geraniaceae               Geranium
1841;Family and Genus lists / Family / Grossulariaceae            Currant
2790;Family and Genus lists / Family / Gunneraceae              Apeape
1842;Family and Genus lists / Family / Haloragaceae         Water-milfoil
636;Family and Genus lists / Family / Hamamelidaceae        Witch-hazel
457;Family and Genus lists / Family / Heliotropiaceae              Heliotrope
2562;Family and Genus lists / Family / Hippocastanaceae           Buckeye
1843;Family and Genus lists / Family / Hippuridaceae          Mare's-tail
1844;Family and Genus lists / Family / Hydrangeaceae            Hydrangea
1845;Family and Genus lists / Family / Hydrocharitaceae        Frog's-bit
1846;Family and Genus lists / Family / Hydrophyllaceae          Waterleaf
3268;Family and Genus lists / Family / Hypericaceae                   St John's Wort
1848;Family and Genus lists / Family / Iridaceae                     Iris
2457;Family and Genus lists / Family / Juglandaceae                Walnut
2950;Family and Genus lists / Family / Koeberliniaceae                     Crown-of-thorns
2357;Family and Genus lists / Family / Krameriaceae                Ratany
1850;Family and Genus lists / Family / Lamiaceae                     Mint
1851;Family and Genus lists / Family / Lauraceae                   Laurel
3258;Family and Genus lists / Family / Laxmanniaceae         Wire lily
1914;Family and Genus lists / Family / Lemnaceae                 Duckweed
2879;Family and Genus lists / Family / Lennoaceae                   Lennoa
1853;Family and Genus lists / Family / Lentibulariaceae       Bladderwort
3274;Family and Genus lists / Family / Liliaceae (APG definition)  Lily
1854;Family and Genus lists / Family / Liliaceae (broadly defined)   Lily
1855;Family and Genus lists / Family / Limnanthaceae          Meadow-foam
1856;Family and Genus lists / Family / Linaceae                      Flax
3269;Family and Genus lists / Family / Linnaeaceae           Twinflower
1857;Family and Genus lists / Family / Loasaceae             Blazing star
1858;Family and Genus lists / Family / Loranthaceae             Mistletoe
1859;Family and Genus lists / Family / Lythraceae             Loosestrife
3102;Family and Genus lists / Family / Malphighiaceae        Barbados Cherry
1860;Family and Genus lists / Family / Malvaceae                   Mallow
3220;Family and Genus lists / Family / Martyniaceae             Unicorn plant
3259;Family and Genus lists / Family / Melanthiaceae           False Hellebore
2490;Family and Genus lists / Family / Melastomataceae         Melastome
2469;Family and Genus lists / Family / Meliaceae               Chinaberry
52;Family and Genus lists / Family / Menispermaceae         Moonseed
1861;Family and Genus lists / Family / Menyanthaceae            Buck-bean
1862;Family and Genus lists / Family / Molluginaceae           Carpetweed
1863;Family and Genus lists / Family / Monotropaceae              Pinesap
3221;Family and Genus lists / Family / Montiaceae                Pussypaws
1864;Family and Genus lists / Family / Moraceae                  Mulberry
2855;Family and Genus lists / Family / Myoporaceae             Ngaio-tree
1865;Family and Genus lists / Family / Myricaceae               Sweetgale
3222;Family and Genus lists / Family / Myrsinaceae               Myrsine
2777;Family and Genus lists / Family / Myrtaceae                 Eucalyptus
1866;Family and Genus lists / Family / Najadaceae             Water-nymph
3263;Family and Genus lists / Family / Nartheciaceae         Bog Asphodel
232;Family and Genus lists / Family / Nelumbonaceae          Lotus lily
3223;Family and Genus lists / Family / Nitrariaceae                    Harmal
1867;Family and Genus lists / Family / Nyctaginaceae         Four-o'clock
1868;Family and Genus lists / Family / Nymphaeaceae            Water lily
1869;Family and Genus lists / Family / Oleaceae                       Ash
1870;Family and Genus lists / Family / Onagraceae        Evening primrose
1871;Family and Genus lists / Family / Orchidaceae                 Orchid
1872;Family and Genus lists / Family / Orobanchaceae            Broomrape
1873;Family and Genus lists / Family / Oxalidaceae                 Oxalis
1874;Family and Genus lists / Family / Paeoniaceae                  Peony
1875;Family and Genus lists / Family / Papaveraceae                 Poppy
3237;Family and Genus lists / Family / Parnassiaceae                 Parnassia
2632;Family and Genus lists / Family / Passifloraceae        Passion flower
1757;Family and Genus lists / Family / Pedaliaceae                 Sesame
3238;Family and Genus lists / Family / Phrymaceae                 Mimulus
1876;Family and Genus lists / Family / Phytolaccaceae            Pokeweed
3213;Family and Genus lists / Family / Picrodendraceae         Tetracoccus
2885;Family and Genus lists / Family / Pittosporaceae             Pittosporum
1877;Family and Genus lists / Family / Plantaginaceae            Plantain
2502;Family and Genus lists / Family / Platanaceae                   Sycamore
1878;Family and Genus lists / Family / Plumbaginaceae            Plumbago
1879;Family and Genus lists / Family / Polemoniaceae                Phlox
1906;Family and Genus lists / Family / Polygalaceae              Milkwort
1880;Family and Genus lists / Family / Polygonaceae             Buckwheat
1881;Family and Genus lists / Family / Pontederiaceae       Pickerel-weed
1882;Family and Genus lists / Family / Portulacaceae             Purslane
1883;Family and Genus lists / Family / Potamogetonaceae          Pondweed
1884;Family and Genus lists / Family / Primulaceae               Primrose
3242;Family and Genus lists / Family / Proteaceae                        Protea
2889;Family and Genus lists / Family / Punicaceae                Pomegranate
1885;Family and Genus lists / Family / Pyrolaceae             Wintergreen
2884;Family and Genus lists / Family / Rafflesiaceae              Stemsucker
1886;Family and Genus lists / Family / Ranunculaceae            Buttercup
1887;Family and Genus lists / Family / Resedaceae              Mignonette
1888;Family and Genus lists / Family / Rhamnaceae               Buckthorn
1889;Family and Genus lists / Family / Rosaceae                      Rose
1890;Family and Genus lists / Family / Rubiaceae                   Madder
1891;Family and Genus lists / Family / Ruppiaceae             Ditch-grass
3253;Family and Genus lists / Family / Ruscaceae             Butcher's broom
2375;Family and Genus lists / Family / Rutaceae                    Citrus
1892;Family and Genus lists / Family / Salicaceae                  Willow
1893;Family and Genus lists / Family / Santalaceae             Sandalwood
2380;Family and Genus lists / Family / Sapindaceae              Soapberry
2640;Family and Genus lists / Family / Sapotaceae                Sapodilla
3246;Family and Genus lists / Family / Sarcobataceae             Greasewood
1894;Family and Genus lists / Family / Sarraceniaceae        Pitcherplant
1895;Family and Genus lists / Family / Saururaceae            Yerba Mansa
1896;Family and Genus lists / Family / Saxifragaceae            Saxifrage
3275;Family and Genus lists / Family / Scrophulariaceae (APG definition)  Figwort
1897;Family and Genus lists / Family / Scrophulariaceae (broadly defined)  Figwort
1898;Family and Genus lists / Family / Simaroubaceae              Quassia
2904;Family and Genus lists / Family / Simmondsiaceae            Jojoba
1657;Family and Genus lists / Family / Smilacaceae             Greenbrier
1899;Family and Genus lists / Family / Solanaceae              Nightshade
1900;Family and Genus lists / Family / Sparganiaceae             Bur-reed
1483;Family and Genus lists / Family / Staphyleaceae           Bladdernut
2710;Family and Genus lists / Family / Sterculiaceae             Cacao 
2912;Family and Genus lists / Family / Styracaceae                Snowbell
3240;Family and Genus lists / Family / Talinaceae                       Talinum
1901;Family and Genus lists / Family / Tamaricaceae              Tamarisk
3264;Family and Genus lists / Family / Tecophilaeaceae        Tecophilaea
3265;Family and Genus lists / Family / Themidaceae                Brodiaea
3241;Family and Genus lists / Family / Theophrastaceae             Samolus
2506;Family and Genus lists / Family / Thymelaeaceae          Spurge-flax
1663;Family and Genus lists / Family / Tiliaceae                    Basswood
3266;Family and Genus lists / Family / Tofieldiaceae        False Asphodel
1902;Family and Genus lists / Family / Typhaceae                 Cat-tail
1903;Family and Genus lists / Family / Ulmaceae                       Elm
1905;Family and Genus lists / Family / Urticaceae                  Nettle
1907;Family and Genus lists / Family / Valerianaceae             Valerian
1908;Family and Genus lists / Family / Verbenaceae                Verbena
1909;Family and Genus lists / Family / Violaceae                   Violet
1910;Family and Genus lists / Family / Viscaceae                Mistletoe
1911;Family and Genus lists / Family / Vitaceae                     Grape
1912;Family and Genus lists / Family / Zannichelliaceae   Horned Pondweed
1913;Family and Genus lists / Family / Zygophyllaceae             Caltrop
1468;Family and Genus lists / Genus / Abronia
1731;Family and Genus lists / Genus / Abutilon
1735;Family and Genus lists / Genus / Acacia
1762;Family and Genus lists / Genus / Acaena
1764;Family and Genus lists / Genus / Acalypha
1787;Family and Genus lists / Genus / Acamptopappus
2678;Family and Genus lists / Genus / Acanthomintha
374;Family and Genus lists / Genus / Acanthoscyphus
1817;Family and Genus lists / Genus / Acanthospermum
217;Family and Genus lists / Genus / Acer
2073;Family and Genus lists / Genus / Achillea
1378;Family and Genus lists / Genus / Achlys
1818;Family and Genus lists / Genus / Achyrachaena
1819;Family and Genus lists / Genus / Achyronychia
1820;Family and Genus lists / Genus / Acinos
2669;Family and Genus lists / Genus / Acleisanthes
3216;Family and Genus lists / Genus / Acmispon
231;Family and Genus lists / Genus / Aconitum
798;Family and Genus lists / Genus / Aconogonon
1847;Family and Genus lists / Genus / Acorus
1849;Family and Genus lists / Genus / Acourtia
1852;Family and Genus lists / Genus / Acroptilon
466;Family and Genus lists / Genus / Actaea
1904;Family and Genus lists / Genus / Adenocaulon
2396;Family and Genus lists / Genus / Adenophyllum
2679;Family and Genus lists / Genus / Adenostoma
1977;Family and Genus lists / Genus / Adlumia
2680;Family and Genus lists / Genus / Adolphia
1733;Family and Genus lists / Genus / Adonis
1978;Family and Genus lists / Genus / Adoxa
1979;Family and Genus lists / Genus / Aegopodium
2681;Family and Genus lists / Genus / Aeonium
2682;Family and Genus lists / Genus / Aeschynomene
2563;Family and Genus lists / Genus / Aesculus
1980;Family and Genus lists / Genus / Aethusa
1475;Family and Genus lists / Genus / Agalinis
233;Family and Genus lists / Genus / Agastache
1981;Family and Genus lists / Genus / Agave
2077;Family and Genus lists / Genus / Ageratina
3034;Family and Genus lists / Genus / Ageratum
2078;Family and Genus lists / Genus / Agoseris
1471;Family and Genus lists / Genus / Agrimonia
1982;Family and Genus lists / Genus / Agrostemma
1983;Family and Genus lists / Genus / Ailanthus
1472;Family and Genus lists / Genus / Ajuga
1984;Family and Genus lists / Genus / Albizia
1985;Family and Genus lists / Genus / Alcea
849;Family and Genus lists / Genus / Alchemilla
1664;Family and Genus lists / Genus / Aletes
2654;Family and Genus lists / Genus / Aletris
1986;Family and Genus lists / Genus / Alhagi
2684;Family and Genus lists / Genus / Aliciella
235;Family and Genus lists / Genus / Alisma
1987;Family and Genus lists / Genus / Allenrolfea
1988;Family and Genus lists / Genus / Alliaria
2314;Family and Genus lists / Genus / Allionia
236;Family and Genus lists / Genus / Allium
1989;Family and Genus lists / Genus / Allophyllum
1990;Family and Genus lists / Genus / Allotropa
3105;Family and Genus lists / Genus / Allowissadula
1991;Family and Genus lists / Genus / Almutaster
238;Family and Genus lists / Genus / Alnus
1992;Family and Genus lists / Genus / Aloysia
2687;Family and Genus lists / Genus / Alternanthera
2648;Family and Genus lists / Genus / Althaea
274;Family and Genus lists / Genus / Alyssum
883;Family and Genus lists / Genus / Amaranthus
2688;Family and Genus lists / Genus / Amaryllis
3035;Family and Genus lists / Genus / Amauriopsis
1993;Family and Genus lists / Genus / Amberboa
2689;Family and Genus lists / Genus / Amblyopappus
2080;Family and Genus lists / Genus / Ambrosia
886;Family and Genus lists / Genus / Amelanchier
1994;Family and Genus lists / Genus / Amerorchis
1478;Family and Genus lists / Genus / Ammannia
1479;Family and Genus lists / Genus / Ammi
2595;Family and Genus lists / Genus / Ammoselinum
3070;Family and Genus lists / Genus / Amoreuxia
1763;Family and Genus lists / Genus / Amorpha
2399;Family and Genus lists / Genus / Ampelopsis
2420;Family and Genus lists / Genus / Amphiachyris
1995;Family and Genus lists / Genus / Amphicarpaea
1996;Family and Genus lists / Genus / Amphipappus
888;Family and Genus lists / Genus / Amsinckia
2315;Family and Genus lists / Genus / Amsonia
1480;Family and Genus lists / Genus / Anagallis
1997;Family and Genus lists / Genus / Anaphalis
964;Family and Genus lists / Genus / Anchusa
1998;Family and Genus lists / Genus / Ancistrocarphus
1736;Family and Genus lists / Genus / Andromeda
965;Family and Genus lists / Genus / Androsace
1999;Family and Genus lists / Genus / Androstephium
2052;Family and Genus lists / Genus / Aneilema
2000;Family and Genus lists / Genus / Anelsonia
968;Family and Genus lists / Genus / Anemone
408;Family and Genus lists / Genus / Anemonella
2001;Family and Genus lists / Genus / Anemopsis
2002;Family and Genus lists / Genus / Anethum
969;Family and Genus lists / Genus / Angelica
3022;Family and Genus lists / Genus / Anisacanthus
2690;Family and Genus lists / Genus / Anisocarpus
2691;Family and Genus lists / Genus / Anisocoma
2003;Family and Genus lists / Genus / Anoda
2692;Family and Genus lists / Genus / Anredera
2083;Family and Genus lists / Genus / Antennaria
2084;Family and Genus lists / Genus / Anthemis
2085;Family and Genus lists / Genus / Antheropeas
1357;Family and Genus lists / Genus / Anthriscus
2004;Family and Genus lists / Genus / Anthyllis
3262;Family and Genus lists / Genus / Anticlea
3176;Family and Genus lists / Genus / Antigonon
3071;Family and Genus lists / Genus / Antiphytum
2695;Family and Genus lists / Genus / Antirrhinum
2697;Family and Genus lists / Genus / Anulocaulis
3084;Family and Genus lists / Genus / Apacheria
1737;Family and Genus lists / Genus / Aphanes
2698;Family and Genus lists / Genus / Aphanisma
2601;Family and Genus lists / Genus / Aphanostephus
2005;Family and Genus lists / Genus / Aphragmus
2699;Family and Genus lists / Genus / Apiastrum
2006;Family and Genus lists / Genus / Apios
1484;Family and Genus lists / Genus / Apium
2074;Family and Genus lists / Genus / Aplectrum
991;Family and Genus lists / Genus / Apocynum
3085;Family and Genus lists / Genus / Apodanthera
2700;Family and Genus lists / Genus / Aponogeton
2075;Family and Genus lists / Genus / Aptenia
992;Family and Genus lists / Genus / Aquilegia
1486;Family and Genus lists / Genus / Arabidopsis
993;Family and Genus lists / Genus / Arabis
1377;Family and Genus lists / Genus / Aralia
